Proceso:,Agregar CVE_EDO y CVE_MUN,,,,,,,,
CVE_EDO,ESTADO,EE_MUN,CVE_MUN,MUNICIPIO,LOCALIDAD,NOMBRE DE PTAR,CAPACIDAD INSTALADA L/S,CAUDAL TRATADO L/S,TIPO DE PROCESO
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,El Duraznillo,El Duraznillo,1,0.9,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,El Lucero de la Cruz,Lucero de la Cruz,0.5,0.3,Fosa Séptica
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,El Niágara (Rancho) ,Presa el Niágara,0.6,1.8,Fosa Séptica
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,El Ocote,El Ocote,1,0.6,Fosa Séptica
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,El Salto de los Salado,Salto de los Salados,3.5,3.4,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,El Trigo (Tanque el Trigo),El Trigo,1.2,0.6,Fosa Séptica
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Jaltomate,Jaltomate,7,4.12,Lodos Activados
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Los Caños,Los Caños,3,2.4,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Los Cuervos (Los Ojos de Agua),Los Cuervos,2.5,2,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Los Durón,Los Durón,1,0.9,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Montoro (Mesa del Salto),Montoro,2.1,2.1,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Norias de Ojo Caliente,Norias de Ojo Caliente,10,3.26,Lodos Activados
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Santa Cruz de la Presa,Santa Cruz de la Presa,1,0.6,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Santa María de Gallardo,Santa María de Gallardo,1.5,1.1,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Soledad de Abajo,Soledad de Abajo (Becerra),1,2.2,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Villa Lic. Jesús Terán (Calvillito),Calvillito,7.5,6.8,Lagunas de Estabilización
01,AGUASCALIENTES,01AGUASCALIENTES,01001,Aguascalientes,Vista Alegre,Vista Alegre,1,3.8,Lagunas de Estabilización
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Amarillas de Esparza,Amarillas de Esparza,2.2,1.5,Lagunas de Estabilización
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Asientos,Cabecera Municipal,30,9.06,Lodos Activados
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Bimbaletes Atlas (Tanque de la Vieja),Bimbaletes de Atlas,1.5,0.9,Lagunas de Estabilización
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Ciénega Grande,Ciénega Grande,6,3.45,Lodos Activados
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Colonia San Pedro,Colonia San Pedro,0.7,0.5,Fosa Séptica
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Guadalupe de Atlas,Guadalupe de Atlas,2.5,4,Lagunas de Estabilización
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Jarillas,Jarillas,1,1.8,Lagunas de Estabilización
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Jilotepec,Jilotepec,2,0.69,Anaerobio
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Las Negritas,Las Negritas,1.5,1.2,Lagunas de Estabilización
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Molinos,Molinos (El Molino),1.6,2.2,Lagunas de Estabilización
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Pilotos,Pilotos,4,2.5,Humedales (Wetland)
01,AGUASCALIENTES,01ASIENTOS,01002,Asientos,Villa Juárez,Villa Juárez,20,13.79,Lodos Activados
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Calvillo,Calvillo,150,57,Lodos Activados
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Cerro Blanco,Cerro Blanco,1,0.09,Lodos Activados
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Crucero las Pilas,Crucero las Pilas,1.5,1.7,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,El Rodeo,El Rodeo,1,0.9,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,El Salitre,El Salitre,3.5,3.16,"Rafa, Wasb + Humedal"
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,El Sauz,Sauz de los Vallin,1,0.1,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,El Tepetate de Arriba,Tepetate de Arriba,1,0.2,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Jaltiche de Arriba,Jaltiche de Arriba,2.5,3.8,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Mesa Grande,Mesa Grande,2.6,2.1,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Ojocaliente,Ojocaliente,13,13,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Piedras Chinas,Piedras Chinas,1,0.5,Lagunas de Estabilización
01,AGUASCALIENTES,01CALVILLO,01003,Calvillo,Temazcal,El Temazcal,1.2,0.55,Lagunas de Estabilización
01,AGUASCALIENTES,01COSIO,01004,Cosío,Cosío,Cosío,18,16.29,Lodos Activados
01,AGUASCALIENTES,01COSIO,01004,Cosío,Cosío,Cosío Sur,6,3.39,Lodos Activados
01,AGUASCALIENTES,01COSIO,01004,Cosío,La Punta,La Punta,4,4.4,Lagunas de Estabilización
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,El Novillo,El Novillo,1.4,1.1,Lagunas de Estabilización
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,La Luz,La Luz,2.5,1.6,Lagunas de Estabilización
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,Los Conos,Los Conos,2.5,3.8,Lagunas de Estabilización
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,Palo Alto,Lomas del Refugio,2,0.68,Anaerobio
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,Palo Alto,Palo Alto,18,10,Lagunas de Estabilización
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,Palo Alto,Palo Alto,20,12.48,Lodos Activados
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,San Gerónimo,San Gerónimo,1,0.2,Lagunas de Estabilización
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,Sandovales (San Miguel de los Sandovales),Sandovales,2,2.6,Lagunas de Estabilización
01,AGUASCALIENTES,01EL LLANO,01010,El Llano,Tanque el Coyote (El Coyote),El Territorio,1,0.1,Fosa Séptica
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,Cañada el Rodeo,Cañada del Rodeo,1,0.4,Lagunas de Estabilización
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,Jesús Gómez Portugal (Margaritas),Jesús Gómez Portugal,18.5,10,Lagunas de Estabilización
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,Jesús María,Fracc. Paseos de Aguascalientes,10,2.9,Lodos Activados
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,Jesús María,Jesús María y Zona Conurbada,200,64.94,Lodos Activados
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,Jesús María,Parque Industrial del Valle de Aguascalientes (PIVA),40,17.74,Lodos Activados
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,Jesús María,Trojes y Reserva San Cristóbal,6,3.7,Lodos Activados
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,La Lomita de Paso Blanco (Las Canoas),Lomita de Paso Blanco,100,28.3,Lodos Activados
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,La Promavera,La Primavera,0.78,0.37,Fosa Séptica
01,AGUASCALIENTES,01JESUS MARIA,01005,Jesús María,Tapias Viejas,Tapias Viejas,2,0.61,Anaerobio
01,AGUASCALIENTES,01PABELLON DE ARTEAGA,01006,Pabellón de Arteaga,Emiliano Zapata,Emiliano Zapata,8,5,Anaerobio
01,AGUASCALIENTES,01PABELLON DE ARTEAGA,01006,Pabellón de Arteaga,Pabellón de Arteaga,Pabellón de Arteaga,200,95.06,Lodos Activados
01,AGUASCALIENTES,01PABELLON DE ARTEAGA,01006,Pabellón de Arteaga,San Luis de Letras,San Luis de Letras,2.3,2.9,Lagunas de Estabilización
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,16 de Septiembre,Colonia 16 de Septiembre,1.5,1.2,Lagunas de Estabilización
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,El Valle de las Delicias,Valle de las Delicias,5,2.2,Lagunas de Estabilización
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,Estancia de Mosqueira,Estancia de Mosqueira,1,3.8,Fosa Séptica
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,Mar Negro,Mar Negro,1.8,0.8,Humedales (Wetland)
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,Pabellón de Hidalgo,Cabecera Municipal,12,8.98,Lodos Activados
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,Pabellón De Hidalgo,Pabellón de Hidalgo,12,10,Lagunas de Estabilización
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,Puerta del Muerto (El 15),Puerta del Muerto,1.5,1.3,Lagunas de Estabilización
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,Rincón de Romos,Estación Rincón,1,1,Fosa Séptica
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,Rincón de Romos,Rincón de Romos,200,89.18,Lodos Activados
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,San Jacinto,San Jacinto,7,3.96,Lodos Activados
01,AGUASCALIENTES,01RINCON DE ROMOS,01007,Rincón de Romos,San Juan de la Natura,San Juan de la Natura,5,1.77,Lodos Activados
01,AGUASCALIENTES,01SAN FRANCISCO DE LOS ROMO,01011,San Francisco de los Romo,Chicalote (Estación),Chicalote,1.5,1,Lagunas de Estabilización
01,AGUASCALIENTES,01SAN FRANCISCO DE LOS ROMO,01011,San Francisco de los Romo,Ejido Rancho Nuevo,Rancho Nuevo,1,0.1,Lagunas de Estabilización
01,AGUASCALIENTES,01SAN FRANCISCO DE LOS ROMO,01011,San Francisco de los Romo,Loretito (Charco del Toro),Loretito,0.2,0.1,Fosa Séptica
01,AGUASCALIENTES,01SAN FRANCISCO DE LOS ROMO,01011,San Francisco de los Romo,San Francisco De Los Romo,San Francisco de los Romo,150,20.44,Lodos Activados
01,AGUASCALIENTES,01SAN JOSE DE GRACIA,01008,San José de Gracia,La Congoja,La Congoja I,1.4,0.1,Humedales (Wetland)
01,AGUASCALIENTES,01SAN JOSE DE GRACIA,01008,San José de Gracia,La Congoja,La Congoja II,1,0.03,Fosa Séptica
01,AGUASCALIENTES,01SAN JOSE DE GRACIA,01008,San José de Gracia,Paredes,Paredes,1,1.7,Fosa Séptica
01,AGUASCALIENTES,01SAN JOSE DE GRACIA,01008,San José de Gracia,Rancho Viejo,Rancho Viejo,1,0.4,Lagunas de Estabilización
01,AGUASCALIENTES,01SAN JOSE DE GRACIA,01008,San José de Gracia,San Antonio de los Ríos,Paredes y San Antonio de los Ríos,6,4.22,Lodos Activados
01,AGUASCALIENTES,01SAN JOSE DE GRACIA,01008,San José de Gracia,San Antonio de los Ríos,San Antonio de los Ríos,3,1.7,Lagunas de Estabilización
01,AGUASCALIENTES,01SAN JOSE DE GRACIA,01008,San José de Gracia,San José De Gracia (Colonia Calles),San José de Gracia (Colonia Calles),25,13.3,Lodos Activados
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,Arroyo Hondo,Arroyo Hondo,1,0.4,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,El Águila,El Águila,1,0.2,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,EL Barranco,El Barranco,1,1.1,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,El Carmen,El Carmen,1,0.3,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,El Chayote,El Chayote,3.7,3.6,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,El Gigante,El Gigante,1.4,0.9,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,El Porvenir,El Porvenir,1,0.6,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,El Porvenir,El Porvenir,0.6,0.2,Fosa Séptica
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,EL Refugio,EL Refugio,1.3,0.8,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,El Tepozán,El Tepozán,1,0.3,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,La Victoria,La Victoria,1.1,0.9,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,Los Alamitos,Alamitos,2,0.5,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,Mesillas,Mesillas,2.5,1.4,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,Ojo de Agua de los Montes,Ojo de Agua de los Montes,2.8,2.9,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,San Antonio,San Antonio,5.2,5.7,Lagunas de Estabilización
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,Tepezala,Cabecera Municipal,12,8.76,Lodos Activados
01,AGUASCALIENTES,01TEPEZALA,01009,Tepezala,Tepezala,Tepezala,10.3,4.8,Lagunas de Estabilización
02,BAJA CALIFORNIA,02ENSENADA,02001,Ensenada,Ensenada,El Gallo,200,116.3,Lodos Activados
02,BAJA CALIFORNIA,02ENSENADA,02001,Ensenada,Ensenada,El Naranjo,500,364.4,Zanjas de Oxidación
02,BAJA CALIFORNIA,02ENSENADA,02001,Ensenada,Ensenada,El Sauzal,120,34.4,Zanjas de Oxidación
02,BAJA CALIFORNIA,02ENSENADA,02001,Ensenada,Ensenada,Noreste,52,29.7,Lodos Activados
02,BAJA CALIFORNIA,02ENSENADA,02001,Ensenada,Francisco Zarco (Guadalupe),Francisco Zarco,15,0.2,Zanjas de Oxidación
02,BAJA CALIFORNIA,02ENSENADA,02001,Ensenada,Rodolfo Sánchez T. (Maneadero),Maneadero,30,7.2,Terciario
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Ciudad Coahuila (Kilómetro Cincuenta Y Siete),Estación Coahuila,20,11.2,Lagunas Aireadas
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Ciudad Morelos (Cuervos),Ciudad Morelos,30,18.8,Lagunas Aireadas
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Colonia La Puerta,La Puerta,6,3.3,Lodos Activados
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Delta (Estación Delta),Oaxaca,4,2.3,Lodos Activados
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Guadalupe Victoria (km. 43),Guadalupe Victoria,70,36.3,Lagunas Aireadas
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Mexicali,CETYS,7,4.3,Lodos Activados
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Mexicali,ITM,7,1,Lodos Activados
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Mexicali,Las Arenitas,840,927.1,Lagunas Aireadas
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Mexicali,Termoeléctrica Azteca (La Rosita),640,270,Lodos Activados
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Mexicali,U.A.B.C.,10,1.8,Lodos Activados
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Mexicali,Zaragoza,1300,894.4,Lagunas Aireadas
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,POBLADO ALFREDO V. BONFIL,Bonfil,6,0.7,Lodos Activados
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,San Felipe,San Felipe,120,36.8,Lagunas Aireadas
02,BAJA CALIFORNIA,02MEXICALI,02002,Mexicali,Vicente Guerrero (Algodones),Los Algodones,20,16.1,Lagunas Aireadas
02,BAJA CALIFORNIA,02PLAYAS DE ROSARITO,02005,Playas de Rosarito,Playas de Rosarito,Rosarito 1,120,59.2,Lagunas Aireadas
02,BAJA CALIFORNIA,02PLAYAS DE ROSARITO,02005,Playas de Rosarito,Playas de Rosarito,Rosarito Norte,210,58.5,Zanjas de Oxidación
02,BAJA CALIFORNIA,02PLAYAS DE ROSARITO,02005,Playas de Rosarito,Puerto Nuevo,Puerto Nuevo,2.6,2,Lodos Activados
02,BAJA CALIFORNIA,02PLAYAS DE ROSARITO,02005,Playas de Rosarito,Puerto Nuevo,Vista Marina,6,2,Zanjas de Oxidación
02,BAJA CALIFORNIA,02TECATE,02003,Tecate,Cereso Del Hongo,Cereso el Hongo,27.5,11.9,Lodos Activados
02,BAJA CALIFORNIA,02TECATE,02003,Tecate,Tecate,Tecate,200,154.1,Filtros Biológicos o Rociadores o Percoladores
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Arturo Herrera,460,222.9,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Binacional o Pitar,1100,1083.6,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Club Campestre,20,20.1,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Ecoparque,5,3,Filtros Biológicos o Rociadores o Percoladores
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,El Prado,56,14.8,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,La Morita,254,210.4,Zanjas de Oxidación
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Las Delicias,30,23.7,Terciario
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Las Delicias 2,30,19.1,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Los Valles,15,9.2,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Natura,15,7.1,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Pórticos de San Antonio,15,8.1,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,San Antonio de los Buenos,1100,943.8,Lagunas Aireadas
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,San Antonio del Mar,2.5,4.2,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,San Pedro,67,6.1,Zanjas de Oxidación
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Santa Fe,19,13.8,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Villas del Cedro 1,18,12,Lodos Activados
02,BAJA CALIFORNIA,02TIJUANA,02004,Tijuana,Tijuana,Villas del Cedro 2,18,4,Lodos Activados
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,BENITO JUAREZ (BUENAVISTA),Benito Juárez,3,1,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,Ciudad Constitución,Batallón,60,45,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,Ciudad Constitución,Vivero,50,35,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,Ciudad Insurgentes,Ciudad Insurgentes,50,20,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,La Poza Grande,La Poza Grande,2,2,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,Puerto Adolfo Lopez Mateos,Adolfo López Mateos,10,3,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,Puerto San Carlos,Puerto San Carlos,10,6,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,Villa Igancio Zaragoza,Villa Ignacio Zaragoza,5,1,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03COMONDU,03001,Comondú,Villa Morelos,Villa Morelos,5,1,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03LA PAZ,03003,La Paz,El Pescadero,El Pescadero,3.5,3,Lodos Activados
03,BAJA CALIFORNIA SUR,03LA PAZ,03003,La Paz,La Paz,La Paz,450,450,Lodos Activados
03,BAJA CALIFORNIA SUR,03LA PAZ,03003,La Paz,San Juan de los Planes,Los Planes,3.5,1.7,Lodos Activados
03,BAJA CALIFORNIA SUR,03LA PAZ,03003,La Paz,Todos Santos,Cala de Ulloa,15,13,Lodos Activados
03,BAJA CALIFORNIA SUR,03LORETO,03009,Loreto,Loreto,Loreto,60,42,Lodos Activados
03,BAJA CALIFORNIA SUR,03LORETO,03009,Loreto,Nopoló,Loreto,60,10,Lagunas de Estabilización
03,BAJA CALIFORNIA SUR,03LORETO,03009,Loreto,Nopoló,Nopoló,30,8,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,Cabo San Lucas,El Arenal,120,100,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,Cabo San Lucas,Los Cangrejos,75,25,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,Cabo San Lucas,Mesa Colorada,150,80,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,Cabo San Lucas,Miraflores,2,2,Aerobio
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,Cabo San Lucas,Miramar-Pueblo bonito,90,40,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,Cabo San Lucas,Sonrise,50,50,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,La Ribera,La Ribera,5.6,3.5,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,San Jóse del Cabo,FONATUR,250,250,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,San Jóse del Cabo,La Sonoreña,150,80,Lodos Activados
03,BAJA CALIFORNIA SUR,03LOS CABOS,03008,Los Cabos,Santiago,Santiago,1.67,1.67,Lodos Activados
